title,title_detail,links,link,summary,summary_detail,parss_primesponsor,parss_cosponsors,parss_lastaction,parss_enacted,parss_passedhouse,parss_passedsenate,published,published_parsed,id,guidislink
House Bill 237 Printer's Number 198,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 237 Printer's Number 198""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=237&pn=198'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=237&pn=198,"An Act amending the act of May 17, 1921 (P.L.682, No.284), known as The Insurance Company Law of 1921, in comprehensive health care for uninsured children, further providing for contracts and coverage packages and providing for frenectomy services required....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of May 17, 1921 (P.L.682, No.284), known as The Insurance Company Law of 1921, in comprehensive health care for uninsured children, further providing for contracts and coverage packages and providing for frenectomy services required....'}",Representative HILL-EVANS,"PROBST, FIEDLER, N. NELSON, MERSKI, MADDEN, CERRATO, SANCHEZ, OTTEN, CONKLIN and KRAJEWSKI","Referred to INSURANCE,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:50:45 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=50, tm_sec=45, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB237P198,False
House Bill 236 Printer's Number 197,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 236 Printer's Number 197""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=236&pn=197'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=236&pn=197,"An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, providing for veterans property tax rebate and rent rebate assistance; establishing the Veterans Property Tax Rebate and Rent Rebate Assistance Account; and making an appropriation....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, providing for veterans property tax rebate and rent rebate assistance; establishing the Veterans Property Tax Rebate and Rent Rebate Assistance Account; and making an appropriation....'}",Representative HILL-EVANS,"CIRESI, HANBIDGE, PROBST, McNEILL, GUENST, KINSEY, HARKINS, M. MACKENZIE, SANCHEZ, MADDEN, R. MACKENZIE, BURGOS, PARKER, CERRATO, TAKAC and O'MARA","Referred to FINANCE,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:49:43 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=49, tm_sec=43, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB236P197,False
House Bill 235 Printer's Number 196,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 235 Printer's Number 196""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=235&pn=196'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=235&pn=196,An Act establishing the Veterans' Housing Assistance Program; imposing duties on Pennsylvania Housing Finance Agency and Department of Military and Veterans Affairs; and making appropriations....,"{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""An Act establishing the Veterans' Housing Assistance Program; imposing duties on Pennsylvania Housing Finance Agency and Department of Military and Veterans Affairs; and making appropriations....""}",Representative HILL-EVANS,"SCHLOSSBERG, MADDEN, GUENST, HOHENSTEIN, SANCHEZ, DELLOSO, CIRESI, CONKLIN, KINSEY, SOLOMON, D. WILLIAMS, KRAJEWSKI, FLEMING, HARKINS, FREEMAN, TAKAC and SMITH-WADE-EL","Referred to COMMERCE,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:49:07 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=49, tm_sec=7, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB235P196,False
House Bill 234 Printer's Number 195,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 234 Printer's Number 195""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=234&pn=195'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=234&pn=195,"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in school security, providing for training requirements for school police officers and school security guards....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in school security, providing for training requirements for school police officers and school security guards....'}",Representative HILL-EVANS,"MADDEN, HOHENSTEIN, SANCHEZ, KINSEY and HOWARD","Referred to JUDICIARY,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:48:39 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=48, tm_sec=39, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB234P195,False
House Bill 233 Printer's Number 194,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 233 Printer's Number 194""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=233&pn=194'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=233&pn=194,"An Act amending the act of April 14, 1972 (P.L.233, No.64), known as The Controlled Substance, Drug, Device and Cosmetic Act, further providing for probation without verdict....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of April 14, 1972 (P.L.233, No.64), known as The Controlled Substance, Drug, Device and Cosmetic Act, further providing for probation without verdict....'}",Representative HILL-EVANS,"MADDEN, HOHENSTEIN, SANCHEZ, KINSEY, GALLOWAY, KRAJEWSKI and PARKER","Referred to JUDICIARY,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:48:11 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=48, tm_sec=11, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB233P194,False
House Bill 232 Printer's Number 193,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 232 Printer's Number 193""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=232&pn=193'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=232&pn=193,"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in abortion, further providing for prohibition against cooperation with out-of-State abortion investigations....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in abortion, further providing for prohibition against cooperation with out-of-State abortion investigations....'}",Representative HILL-EVANS,"KINKEAD, RABB, KINSEY, FIEDLER, SANCHEZ, HOHENSTEIN, MADDEN, DELLOSO, PARKER, STURLA, OTTEN, KRAJEWSKI and MAYES","Referred to HEALTH,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:47:37 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=47, tm_sec=37, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB232P193,False
House Bill 231 Printer's Number 192,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 231 Printer's Number 192""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=231&pn=192'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=231&pn=192,"An Act amending Title 42 (Judiciary and Judicial Procedure) of the Pennsylvania Consolidated Statutes, in post-trial matters, further providing for eligibility for relief, providing for postconviction review for veterans with service-connected mental health disability and further providing for jurisdiction and proceedings; and, in sentencing, further providing for sentencing procedure for murder of the first degree....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 42 (Judiciary and Judicial Procedure) of the Pennsylvania Consolidated Statutes, in post-trial matters, further providing for eligibility for relief, providing for postconviction review for veterans with service-connected mental health disability and further providing for jurisdiction and proceedings; and, in sentencing, further providing for sentencing procedure for murder of the first degree....'}",Representative HILL-EVANS,"MADDEN, BURGOS, HOHENSTEIN, SANCHEZ, RABB, DELLOSO, HANBIDGE, CIRESI, D. WILLIAMS, KRAJEWSKI and HARKINS","Referred to JUDICIARY,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:47:06 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=47, tm_sec=6, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB231P192,False
House Bill 230 Printer's Number 191,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 230 Printer's Number 191""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=230&pn=191'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=230&pn=191,An Act establishing the Integrated Student Supports Program and the Integrated Student Supports Fund; and conferring powers and imposing duties on the Department of Education....,"{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act establishing the Integrated Student Supports Program and the Integrated Student Supports Fund; and conferring powers and imposing duties on the Department of Education....'}",Representative HILL-EVANS,"SANCHEZ, HANBIDGE, KAZEEM, McNEILL, MADDEN, CIRESI, PARKER and CEPEDA-FREYTIZ","Referred to EDUCATION,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:46:06 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=46, tm_sec=6, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB230P191,False
House Bill 229 Printer's Number 190,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 229 Printer's Number 190""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=229&pn=190'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=229&pn=190,An Act establishing the Community Diaper and Incontinence Products Grant Program and the Community Diaper and Incontinence Products Grant Program Fund; directing the Department of Aging to establish a program to improve access to incontinence supplies; and imposing powers and duties on the Department of Human Services....,"{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act establishing the Community Diaper and Incontinence Products Grant Program and the Community Diaper and Incontinence Products Grant Program Fund; directing the Department of Aging to establish a program to improve access to incontinence supplies; and imposing powers and duties on the Department of Human Services....'}",Representative HILL-EVANS,"SANCHEZ, RABB, HANBIDGE, KINSEY, MADDEN, PARKER, FIEDLER, FLEMING and O'MARA","Referred to AGING AND OLDER ADULT SERVICES,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:45:42 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=45, tm_sec=42, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB229P190,False
House Bill 228 Printer's Number 189,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 228 Printer's Number 189""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=228&pn=189'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=228&pn=189,"An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in licensing of drivers, further providing for duplicate and substitute drivers' licenses and learners' permits....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in licensing of drivers, further providing for duplicate and substitute drivers' licenses and learners' permits....""}",Representative HILL-EVANS,"SANCHEZ, RABB, KAZEEM, KINSEY, MADDEN, CERRATO, KRAJEWSKI and GILLEN","Referred to TRANSPORTATION,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:45:06 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=45, tm_sec=6, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB228P189,False
House Bill 226 Printer's Number 188,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 226 Printer's Number 188""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=226&pn=188'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=226&pn=188,"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, further providing for definitions, for sale or transfer of firearms and for Pennsylvania State Police and providing for self-exclusion from purchasing a firearm....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, further providing for definitions, for sale or transfer of firearms and for Pennsylvania State Police and providing for self-exclusion from purchasing a firearm....'}",Representative PARKER,"HOHENSTEIN, HILL-EVANS, KINKEAD, SANCHEZ, KINSEY, MADDEN, SCHLOSSBERG, SAPPEY, FIEDLER and BULLOCK","Referred to JUDICIARY,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:44:17 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=44, tm_sec=17, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB226P188,False
House Bill 225 Printer's Number 187,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 225 Printer's Number 187""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=225&pn=187'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=225&pn=187,"An Act amending Title 64 (Public Authorities and Quasi-Public Corporations) of the Pennsylvania Consolidated Statutes, in Pennsylvania Industrial Development Authority, further providing for certification of economic development organizations and providing for annual report....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 64 (Public Authorities and Quasi-Public Corporations) of the Pennsylvania Consolidated Statutes, in Pennsylvania Industrial Development Authority, further providing for certification of economic development organizations and providing for annual report....'}",Representative JAMES,"ARMANINI, FEE, GILLEN, MENTZER and ZIMMERMAN","Referred to COMMERCE,  March 10, 2023",NO,NO,NO,"Fri, 10 Mar 2023 10:43:44 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=43, tm_sec=44, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HB225P187,False
House Resolution 23 Printer's Number 185,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Resolution 23 Printer's Number 185""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=23&pn=185'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=23&pn=185,"A  Resolution recognizing March 18, 2023, as ""Public Defender Day"" in Pennsylvania.","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'A  Resolution recognizing March 18, 2023, as ""Public Defender Day"" in Pennsylvania.'}",Representative D. MILLER,"McCLINTON, PIELLI, N. NELSON, FREEMAN, HOHENSTEIN, WAXMAN, MADDEN, PROBST, HILL-EVANS, RABB, KINSEY, HOWARD, SANCHEZ, KENYATTA, SCHLOSSBERG, D. WILLIAMS, KHAN, CIRESI, VITALI, KINKEAD, HADDOCK, CONKLIN and GILLEN","Referred to JUDICIARY,  March 8, 2023",NO,NO,NO,"Fri, 10 Mar 2023 09:43:11 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=9, tm_min=43, tm_sec=11, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HR23P185,False
House Resolution 24 Printer's Number 186,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Resolution 24 Printer's Number 186""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=24&pn=186'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=24&pn=186,A Resolution recognizing the 30th anniversary of the signing of the Family and Medical Leave Act.,"{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'A Resolution recognizing the 30th anniversary of the signing of the Family and Medical Leave Act.'}",Representative D. MILLER,"FIEDLER, MADDEN, HILL-EVANS, KINSEY, KHAN, SANCHEZ, RABB, GUENST, SCHLOSSBERG, N. NELSON, SCHWEYER, DEASY, INNAMORATO, MERSKI, CONKLIN and BOROWSKI","Referred to LABOR AND INDUSTRY,  March 8, 2023",NO,NO,NO,"Fri, 10 Mar 2023 09:42:43 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=10, tm_hour=9, tm_min=42, tm_sec=43, tm_wday=4, tm_yday=69, tm_isdst=0)",20230HR24P186,False
House Resolution 25 Printer's Number 184,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Resolution 25 Printer's Number 184""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=25&pn=184'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=25&pn=184,A Resolution establishing a task force to study social media platforms and websites on which suicide is encouraged.,"{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'A Resolution establishing a task force to study social media platforms and websites on which suicide is encouraged.'}",Representative ISAACSON,"CIRESI, GILLEN, KAZEEM, MADDEN, PARKER, SANCHEZ and SCHLOSSBERG","Referred to HUMAN SERVICES,  March 8, 2023",NO,NO,NO,"Thu, 09 Mar 2023 09:23:41 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=9, tm_hour=9, tm_min=23, tm_sec=41, tm_wday=3, tm_yday=68, tm_isdst=0)",20230HR25P184,False
House Bill 224 Printer's Number 183,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 224 Printer's Number 183""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=224&pn=183'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=224&pn=183,"An Act establishing the Rebuild Pennsylvania Board, the Rebuild Pennsylvania Program and the Rebuild Pennsylvania Fund; providing for powers and duties of the board and for use of program money; and making an interfund transfer....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act establishing the Rebuild Pennsylvania Board, the Rebuild Pennsylvania Program and the Rebuild Pennsylvania Fund; providing for powers and duties of the board and for use of program money; and making an interfund transfer....'}",Representative ISAACSON,"GALLAGHER, T. DAVIS, CONKLIN, BURGOS, CEPEDA-FREYTIZ, HILL-EVANS, HOWARD, KINKEAD, MADDEN, N. NELSON, OTTEN, PARKER, PROBST, SANCHEZ and WAXMAN","Referred to ENVIRONMENTAL RESOURCES AND ENERGY,  March 8, 2023",NO,NO,NO,"Thu, 09 Mar 2023 09:23:10 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=9, tm_hour=9, tm_min=23, tm_sec=10, tm_wday=3, tm_yday=68, tm_isdst=0)",20230HB224P183,False
House Bill 223 Printer's Number 182,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 223 Printer's Number 182""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=223&pn=182'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=223&pn=182,"An Act amending the act of July 28, 1988 (P.L.556, No.101), known as the Municipal Waste Planning, Recycling and Waste Reduction Act, in recycling fee, further providing for recycling fee for municipal waste landfills and resource recovery facilities....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of July 28, 1988 (P.L.556, No.101), known as the Municipal Waste Planning, Recycling and Waste Reduction Act, in recycling fee, further providing for recycling fee for municipal waste landfills and resource recovery facilities....'}",Representative ISAACSON,"FREEMAN, NEILSON, BURGOS, CIRESI, MADDEN, PROBST and SANCHEZ","Referred to LOCAL GOVERNMENT,  March 8, 2023",NO,NO,NO,"Thu, 09 Mar 2023 09:22:41 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=9, tm_hour=9, tm_min=22, tm_sec=41, tm_wday=3, tm_yday=68, tm_isdst=0)",20230HB223P182,False
House Bill 222 Printer's Number 181,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 222 Printer's Number 181""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=222&pn=181'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=222&pn=181,"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in riot, disorderly conduct and related offenses, further providing for the offense of cruelty to animal....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in riot, disorderly conduct and related offenses, further providing for the offense of cruelty to animal....'}",Representative ISAACSON,"GALLOWAY, GIRAL, HILL-EVANS, HOHENSTEIN, HOWARD, MADDEN, McNEILL, PASHINSKI, SANCHEZ, SCHLOSSBERG and WEBSTER","Referred to JUDICIARY,  March 8, 2023",NO,NO,NO,"Thu, 09 Mar 2023 09:22:02 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=9, tm_hour=9, tm_min=22, tm_sec=2, tm_wday=3, tm_yday=68, tm_isdst=0)",20230HB222P181,False
